"","Models Compared","table","eval_col","test_category","num_visits","Effect Size","LMM P-value","no-shift vs shift","shift-time vs no-shift-time","Effect Size No-Extreme","LMM P-value No-Extreme","no-shift vs shift No-Extreme","shift-time vs no-shift-time No-Extreme"
"493","model 17 vs 15","adni","","EcogSPTotal","5.56093489148581","-0.00130734819916078","0.130279970072913","1.24e-01","1.29e-01","-0.00200220338278156","0.088186953478458","2.3e-01","8.72e-02"
"494","model 17 vs 15","adni","","ADAS13","6.49438202247191","-0.188399400745509","0.215278218137132","3.25e-01","2.15e-01","-0.0928784690315455","0.642644694903251","8.81e-01","6.42e-01"
"495","model 17 vs 15","adni","","MOCA","5.46699669966997","0.0280608128976908","0.261382704800319","4.57e-01","2.61e-01","0.00756164723627502","0.817594289172987","9.43e-01","8.17e-01"
"496","model 17 vs 15","adni","","GDTOTAL","6.64074650077761","-0.000432445051792326","0.928226010733539","4.05e-01","9.28e-01","-0.000271928672235229","0.9664457517612","5.26e-01","9.66e-01"
"497","model 17 vs 15","adni","","PTAU","2.28630705394191","-0.000328834837230674","0.999142222573541","3.21e-01","9.99e-01","0.00432990684737813","0.991599285856645","4.26e-01","9.92e-01"
"498","model 17 vs 15","adni","","TAU","2.28630705394191","-1.99327548497137","0.929318528439887","4.01e-01","9.29e-01","1.1459087493442","0.968955494013961","4.66e-01","9.69e-01"
"499","model 17 vs 15","adni","","ABETA","2.28630705394191","-259.324594535776","0.450175235432811","3.89e-01","4.49e-01","145.431384968097","0.744090208766996","5.9e-01","7.44e-01"
"500","model 17 vs 15","adni","","COMBINED PVALUES","0","8","0","0","0.53152666363913","8","0","0","0.967045553926361"
"501","model 17 vs 15","adni","_memory","EcogSPMem","5.55241264559068","-0.000829132718667748","0.461918479461767","2.35e-01","4.61e-01","-0.00215755526282216","0.157554172695757","3.66e-01","1.56e-01"
"502","model 17 vs 15","adni","_memory","MMSE_RECALL","5.89735614307932","-0.00100043425191114","0.703938256103827","4.68e-01","7.04e-01","0.000168021117775123","0.960416906005666","9.99e-01","9.6e-01"
"503","model 17 vs 15","adni","_memory","ADAS_MEMORY","6.54414125200642","-0.043492669371313","0.376553708481081","3.38e-01","3.76e-01","-0.0348652235532944","0.590312585702118","8.58e-01","5.9e-01"
"504","model 17 vs 15","adni","_memory","MOCA_MEMORY","5.47723440134907","0.0565121397885397","0.0647284512783316","1.8e-01","6.41e-02","0.00924272953695083","0.819079378395681","9.44e-01","8.19e-01"
"505","model 17 vs 15","adni","_memory","CDMEMORY","6.80715396578538","-0.000594057893985436","0.145967020720476","3.42e-01","1.45e-01","-0.000376155537112789","0.473808706431526","7.2e-01","4.73e-01"
"506","model 17 vs 15","adni","_memory","COMBINED PVALUES","0","5","0","0","0.135893843974833","5","0","0","0.791005709310953"
"507","model 17 vs 15","adni","_language","EcogSPLang","5.54908485856905","-0.00114080445831043","0.161599861381811","2.91e-01","1.6e-01","-0.00126170010932701","0.255167807188735","4.46e-01","2.55e-01"
"508","model 17 vs 15","adni","_language","MMSE_LANGUAGE","6.68740279937792","-0.00131917905456088","0.39786960290492","3.32e-01","3.98e-01","-0.00100805178864155","0.630162677929597","5.96e-01","6.3e-01"
"509","model 17 vs 15","adni","_language","ADAS_LANGUAGE","6.5569823434992","-0.00170666526223097","0.60779984675488","7.21e-01","6.08e-01","0.00306710243540726","0.487848336666475","6.91e-01","4.87e-01"
"510","model 17 vs 15","adni","_language","MOCA_LANGUAGE","5.52107925801012","0.0163175383702164","0.628918075438424","8.85e-01","6.29e-01","-0.0321271370438747","0.480723780362104","5.85e-01","4.81e-01"
"511","model 17 vs 15","adni","_language","COMBINED PVALUES","0","4","0","0","0.372653154624131","4","0","0","0.419329092302361"
"512","model 17 vs 15","adni","_orientation","MMSE_ORIENTATION","6.69206842923795","-0.00501223896233086","0.309848669009569","2.58e-01","3.09e-01","-0.00412141595067153","0.505901074506102","7.47e-01","5.06e-01"
"513","model 17 vs 15","adni","_orientation","ADAS_ORIENTATION","6.55056179775281","-0.00792546330148851","0.00607760105007321","2.01e-02","5.85e-03","-0.00706139542692369","0.0411001138236953","6.2e-02","4.04e-02"
"514","model 17 vs 15","adni","_orientation","MOCA_ORIENTATION","5.52107925801012","0.00319616817136408","0.098597451905704","2.54e-01","9.78e-02","0.0025511643760523","0.297567474184542","4.77e-01","2.97e-01"
"515","model 17 vs 15","adni","_orientation","CDORIENT","6.80715396578538","-0.00057704934670105","0.123574394829129","1.39e-01","1.23e-01","-0.000264483708781059","0.577599964357377","4.06e-01","5.77e-01"
"516","model 17 vs 15","adni","_orientation","COMBINED PVALUES","0","4","0","0","0.00309982308534229","4","0","0","0.1503523688783"
"517","model 17 vs 15","adni","_visuospatial","EcogSPVisspat","5.49166666666667","-0.00123252827101315","0.128399954948215","4.17e-02","1.27e-01","-0.00145505068391979","0.189009274964773","2.84e-01","1.88e-01"
"518","model 17 vs 15","adni","_visuospatial","ADAS_VISUOSPATIAL","6.55216693418941","-0.000906683352630133","0.146681210284998","3.88e-02","1.45e-01","-0.000667697000197734","0.418702356222359","6.61e-01","4.18e-01"
"519","model 17 vs 15","adni","_visuospatial","MOCA_VISUOSPATIAL","5.52276559865093","0.000717944874341651","0.684273225853148","2.33e-01","6.84e-01","-0.00280269074645168","0.219188754787618","2.69e-01","2.19e-01"
"520","model 17 vs 15","adni","_visuospatial","COMBINED PVALUES","0","3","0","0","0.16035935129225","3","0","0","0.140423210715756"
"521","model 17 vs 15","adni","_execfunc","EcogSPEF","5.31778929188256","-0.00163070577911689","0.0866303641546774","4.63e-02","8.57e-02","-0.00256175202416358","0.0493414935877331","1.26e-01","4.85e-02"
"522","model 17 vs 15","adni","_execfunc","MMSE_ATTCALC","5.89580093312597","-0.00274882810604458","0.33494619844785","2.17e-01","3.35e-01","-0.0022047248626318","0.553067580369738","2.95e-01","5.53e-01"
"523","model 17 vs 15","adni","_execfunc","MOCA_EF","5.50758853288364","0.0132403171749427","0.34665274425135","6.22e-01","3.46e-01","-0.00619187755600991","0.741205431636514","7.46e-01","7.41e-01"
"524","model 17 vs 15","adni","_execfunc","CDJUDGE","6.80715396578538","-0.000467739901963407","0.1988474642996","4.02e-01","1.99e-01","-0.000249859237475936","0.589833980380142","6.5e-01","5.89e-01"
"525","model 17 vs 15","adni","_execfunc","COMBINED PVALUES","0","4","0","0","0.0645571240465016","4","0","0","0.371658935809186"
"526","model 17 vs 16","adni","","MMSE","6.69206842923795","0.0269688035841308","0.207720202870067","1.27e-01","2.07e-01","0.00462854530620102","0.866529178569649","7.13e-01","8.66e-01"
"527","model 17 vs 16","adni","","CDRSB","6.73872472783826","-0.020636527086679","0.036254254963972","1.02e-01","3.59e-02","-0.0210572007746931","0.0938936578575933","2.42e-01","9.33e-02"
"528","model 17 vs 16","adni","","EcogSPTotal","5.56093489148581","-0.00116011344144338","0.18257973431642","1.91e-01","1.82e-01","-0.00201727632745425","0.085288639855211","2.24e-01","8.43e-02"
"529","model 17 vs 16","adni","","ADAS13","6.49438202247191","-0.179378295027978","0.246422473027092","3.34e-01","2.46e-01","-0.134715149965539","0.507182090732683","8.01e-01","5.07e-01"
"530","model 17 vs 16","adni","","MOCA","5.46699669966997","0.0291462009621291","0.244173880070629","4.02e-01","2.43e-01","0.0210365754180347","0.519420987161078","7.77e-01","5.19e-01"
"531","model 17 vs 16","adni","","GDTOTAL","6.64074650077761","0.000325211484207395","0.946192543604442","4.97e-01","9.46e-01","-0.00190871147884622","0.765061597664629","5.76e-01","7.65e-01"
"532","model 17 vs 16","adni","","PTAU","2.28630705394191","-0.0414895460410927","0.893025222580472","2.43e-01","8.93e-01","-0.0217636420871449","0.959015873817376","2.86e-01","9.59e-01"
"533","model 17 vs 16","adni","","TAU","2.28630705394191","-4.55512768249152","0.841024987995617","3.18e-01","8.41e-01","4.02752202842874","0.894411978731059","2.93e-01","8.94e-01"
"534","model 17 vs 16","adni","","ABETA","2.28630705394191","-295.292499156451","0.392340459664261","4.76e-01","3.92e-01","43.9449932738246","0.923225753831172","8.79e-01","9.23e-01"
"535","model 17 vs 16","adni","","COMBINED PVALUES","0","8","0","0","0.337465750795295","8","0","0","0.871760226546755"
"536","model 17 vs 16","adni","_memory","EcogSPMem","5.55241264559068","-0.000606052925299471","0.592367879471609","3.36e-01","5.92e-01","-0.00193371412060399","0.201520215020871","4.38e-01","2e-01"
"537","model 17 vs 16","adni","_memory","MMSE_RECALL","5.89735614307932","-0.00115171559183037","0.666844191519716","4.19e-01","6.67e-01","-0.000578812616124583","0.865378477302739","9.84e-01","8.65e-01"
"538","model 17 vs 16","adni","_memory","ADAS_MEMORY","6.54414125200642","-0.041636188502236","0.404058885077327","3.77e-01","4.04e-01","-0.0501969169802439","0.443418976622464","7.31e-01","4.43e-01"
"539","model 17 vs 16","adni","_memory","MOCA_MEMORY","5.47723440134907","0.0519775803477064","0.0896342727115736","2.33e-01","8.86e-02","0.0294684124160535","0.469553137185936","7.43e-01","4.7e-01"
"540","model 17 vs 16","adni","_memory","CDMEMORY","6.80715396578538","-0.000673095868814581","0.102000201767512","2.44e-01","1.01e-01","-0.000663213182034834","0.208307648115963","3.36e-01","2.08e-01"
"541","model 17 vs 16","adni","_memory","COMBINED PVALUES","0","5","0","0","0.162153511428894","5","0","0","0.365192956615335"
"542","model 17 vs 16","adni","_language","EcogSPLang","5.54908485856905","-0.00111982857774856","0.171701499964335","3.42e-01","1.71e-01","-0.00133499698457788","0.224490453613768","3.94e-01","2.24e-01"
"543","model 17 vs 16","adni","_language","MMSE_LANGUAGE","6.68740279937792","-0.00101558672219606","0.519193501240445","5.23e-01","5.19e-01","-0.000180820432467783","0.931453486846122","8.81e-01","9.31e-01"
"544","model 17 vs 16","adni","_language","ADAS_LANGUAGE","6.5569823434992","-0.00167886713231643","0.619684003206063","8.84e-01","6.19e-01","0.00298173802857428","0.504035989055358","5.24e-01","5.04e-01"
"545","model 17 vs 16","adni","_language","MOCA_LANGUAGE","5.52107925801012","-0.000940341405508979","0.977727794729376","9.48e-01","9.78e-01","-0.0313123325707302","0.485186325685008","6.62e-01","4.87e-01"
"546","model 17 vs 16","adni","_language","COMBINED PVALUES","0","4","0","0","0.760274132950488","4","0","0","0.637198572527804"
"547","model 17 vs 16","adni","_orientation","MMSE_ORIENTATION","6.69206842923795","-0.00358337122026651","0.471990128391033","2.95e-01","4.72e-01","-0.00197986849512353","0.749386670266772","8.83e-01","7.49e-01"
"548","model 17 vs 16","adni","_orientation","ADAS_ORIENTATION","6.55056179775281","-0.00715708739071377","0.014887894217196","4.45e-02","1.45e-02","-0.00669798346432615","0.0558914274674437","9.38e-02","5.5e-02"
"549","model 17 vs 16","adni","_orientation","MOCA_ORIENTATION","5.52107925801012","0.00301239079493293","0.122122070332781","2.86e-01","1.21e-01","0.00251526168712757","0.303378676913638","3.35e-01","3.03e-01"
"550","model 17 vs 16","adni","_orientation","CDORIENT","6.80715396578538","-0.000552140998129394","0.143567490468194","2.07e-01","1.43e-01","-0.000300569135625775","0.526128162908528","5.51e-01","5.26e-01"
"551","model 17 vs 16","adni","_orientation","COMBINED PVALUES","0","4","0","0","0.0123733192816583","4","0","0","0.245502900039122"
"552","model 17 vs 16","adni","_visuospatial","EcogSPVisspat","5.49166666666667","-0.00115739536548992","0.156076693616827","8.32e-02","1.55e-01","-0.00151649056980929","0.169093042500816","2.98e-01","1.68e-01"
"553","model 17 vs 16","adni","_visuospatial","ADAS_VISUOSPATIAL","6.55216693418941","-0.00071737551168584","0.255759512458182","3.78e-02","2.54e-01","-0.000450258488116621","0.588802310456836","4.89e-01","5.88e-01"
"554","model 17 vs 16","adni","_visuospatial","MOCA_VISUOSPATIAL","5.52276559865093","0.000555388787450812","0.75324565921857","2.18e-01","7.53e-01","-0.00249079504068281","0.268044027149637","2.28e-01","2.68e-01"
"555","model 17 vs 16","adni","_visuospatial","COMBINED PVALUES","0","3","0","0","0.283175508881377","3","0","0","0.216411539187828"
"556","model 17 vs 16","adni","_execfunc","EcogSPEF","5.31778929188256","-0.00140082269256233","0.142885690783679","8.64e-02","1.42e-01","-0.00260859363632289","0.0449194728232586","1.21e-01","4.41e-02"
"557","model 17 vs 16","adni","_execfunc","MMSE_ATTCALC","5.89580093312597","-0.00254280971695082","0.379645290404691","3.01e-01","3.8e-01","-0.00277871542113334","0.460738430244004","4.48e-01","4.6e-01"
"558","model 17 vs 16","adni","_execfunc","MOCA_EF","5.50758853288364","0.0139535845435372","0.322557633216815","6.12e-01","3.22e-01","-0.00163547679226706","0.930323659699421","8.99e-01","9.3e-01"
"559","model 17 vs 16","adni","_execfunc","CDJUDGE","6.80715396578538","-0.000462294779291365","0.207432653115425","4.25e-01","2.07e-01","-0.000434545405045096","0.349456220487787","5.6e-01","3.49e-01"
"560","model 17 vs 16","adni","_execfunc","COMBINED PVALUES","0","4","0","0","0.0921017856582441","4","0","0","0.35986591033511"
